"Entrez.ID","TxDb.hg38.Transcript.ID","Chromosome","Start.BP","End.BP","Symbol","Ensembl.ID","Symbol.Alt","Bin.ID"
"6662",201753,"chr17",72121020,72126416,"SOX9","ENSG00000125398",NA,14424
"6667",150443,"chr12",53380176,53382577,"SP1","ENSG00000185591",NA,10676
"6672",31259,"chr2",230415942,230516527,"SP100","ENSG00000067066",NA,46083
"3431",40966,"chr2",230165186,230219984,"SP110","ENSG00000135899",NA,46033
"11262",31235,"chr2",230203110,230234966,"SP140","ENSG00000079263",NA,46040
"93349",31249,"chr2",230327184,230400624,"SP140L","ENSG00000185404",NA,46065
"6668",200186,"chr17",47896150,47915388,"SP2","ENSG00000167182",NA,9579
"6670",38828,"chr2",173880850,173918785,"SP3","ENSG00000172845",NA,34776
"6671",92761,"chr7",21428043,21477239,"SP4","ENSG00000105866",NA,4285
"389058",28833,"chr2",170715337,170718078,"SP5","ENSG00000204335",NA,34143
"80320",207892,"chr17",47844908,47851163,"SP6","ENSG00000189120",NA,9568
"121340",157513,"chr12",53326575,53336354,"SP7","ENSG00000170374",NA,10665
"221833",98865,"chr7",20782279,20786886,"SP8","ENSG00000164651",NA,4156
"53340",139677,"chr11",124673844,124697518,"SPA17","ENSG00000064199",NA,24934
"124912",198777,"chr17",32970376,32997877,"SPACA3","ENSG00000141316",NA,6594
"171169",221372,"chr19",48606742,48607714,"SPACA4","ENSG00000177202",NA,9721
"729201",246026,"chrX",48130626,48132620,"SPACA5B","ENSG00000171478",NA,9626
"6674",107950,"chr8",100157906,100194680,"SPAG1","ENSG00000104450",NA,20031
"653423",104561,"chr8",7847876,7850436,"SPAG11A","ENSG00000178287",NA,1569
"10407",109663,"chr8",7442684,7463452,"SPAG11B","ENSG00000164871",NA,1488
"79582",30423,"chr2",213284389,214410501,"SPAG16","ENSG00000144451",NA,42656
"200162",17542,"chr1",117953590,118185228,"SPAG17","ENSG00000155761",NA,23590
"6676",231546,"chr20",35615829,35621094,"SPAG4","ENSG00000061656",NA,7123
"10615",205612,"chr17",28577565,28578430,"SPAG5","ENSG00000076382",NA,5715
"9576",124206,"chr10",22345445,22417596,"SPAG6","ENSG00000077327",NA,4469
"9552",203843,"chr17",4959226,4967790,"SPAG7","ENSG00000091640",NA,991
"26206",120218,"chr9",35808045,35811074,"SPAG8","ENSG00000137098",NA,7161
"9043",208208,"chr17",50962174,51120868,"SPAG9","ENSG00000008294",NA,10192
"6677",96646,"chr7",123925237,123953811,"SPAM1","ENSG00000106304",NA,24785
"30014",252419,"chrX",141583674,141584738,"SPANXA1","ENSG00000198021",NA,28316
"728712",248384,"chrX",141589708,141590762,"SPANXA2","ENSG00000203926",NA,28317
"728695",248375,"chrX",141002594,141003706,"SPANXB1","ENSG00000227234",NA,28200
"728695",248375,"chrX",141002594,141003706,"SPANXB2","ENSG00000227234","SPANXB1",28200
"64663",252417,"chrX",141241463,141242517,"SPANXC","ENSG00000198573",NA,28248
"64648",252420,"chrX",141697411,141698739,"SPANXD","ENSG00000196406",NA,28339
"64663",252417,"chrX",141241463,141242517,"SPANXE","ENSG00000198573","SPANXC",28248
"64648",252420,"chrX",141697411,141698739,"SPANXE","ENSG00000196406","SPANXD",28339
"728695",248375,"chrX",141002594,141003706,"SPANXF1","ENSG00000227234","SPANXB1",28200
"494119",252431,"chrX",143711955,143720752,"SPANXN2","ENSG00000268988",NA,28742
"139067",252426,"chrX",143508735,143517475,"SPANXN3","ENSG00000189252",NA,28701
"6678",78949,"chr5",151661096,151686915,"SPARC","ENSG00000113140",NA,30332
"8404",65526,"chr4",87473335,87529376,"SPARCL1","ENSG00000152583",NA,17494
"6683",23813,"chr2",32063556,32157623,"SPAST","ENSG00000021574",NA,6412
"353324",44682,"chr3",57060664,57075432,"SPATA12","ENSG00000186451",NA,11412
"221178",161493,"chr13",23979700,24321031,"SPATA13","ENSG00000182957",NA,4795
"83893",56437,"chr3",172889357,173141235,"SPATA16","ENSG00000144962",NA,34577
"128153",10436,"chr1",217631324,217774424,"SPATA17","ENSG00000162814",NA,43526
"132671",59280,"chr4",52051304,52097299,"SPATA18","ENSG00000163071",NA,10410
"219938",147486,"chr11",133840631,133845513,"SPATA19","ENSG00000166118",NA,26768
"9825",235648,"chr20",49903391,49915529,"SPATA2","ENSG00000158480",NA,9980
"64847",200624,"chr17",50543058,50555850,"SPATA20","ENSG00000006282",NA,10108
"374955",12849,"chr1",16387117,16403974,"SPATA21","ENSG00000187144",NA,3277
"202051",78239,"chr5",139396563,139404088,"SPATA24","ENSG00000170469",NA,27879
"128497",235473,"chr20",45886491,45887622,"SPATA25","ENSG00000149634",NA,9177
"124044",196134,"chr16",89696357,89701705,"SPATA2L","ENSG00000158792",NA,17939
"132851",67585,"chr4",176184579,176195585,"SPATA4","ENSG00000150628",NA,35236
"166378",61343,"chr4",122923070,123314654,"SPATA5","ENSG00000145375","AFG2A",24584
"79029",177049,"chr15",45402336,45421415,"SPATA5L1","ENSG00000171763","AFG2B",9080
"54558",15109,"chr1",48295373,48472204,"SPATA6","ENSG00000132122",NA,9659
"55064",119305,"chr9",4553386,4666508,"SPATA6L","ENSG00000106686",NA,910
"55812",169562,"chr14",88384924,88438460,"SPATA7","ENSG00000042317",NA,17676
"145946",179707,"chr15",96783389,96785615,"SPATA8","ENSG00000185594",NA,19356
"83890",76974,"chr5",95652181,95683010,"SPATA9","ENSG00000145757",NA,19130
"375686",109228,"chr8",144012280,144047114,"SPATC1","ENSG00000186583",NA,28802
"221409",82872,"chr6",44273194,44378957,"SPATS1","ENSG00000249481",NA,8854
"65244",149879,"chr12",49366584,49494771,"SPATS2","ENSG00000123352",NA,9873
"26010",29850,"chr2",200305881,200419333,"SPATS2L","ENSG00000196141",NA,40061
"147841",224640,"chr19",11131520,11155782,"SPC24","ENSG00000161888",NA,2226
"57405",38599,"chr2",168834132,168889293,"SPC25","ENSG00000152253",NA,33766
"28972",44555,"chr3",52704955,52708157,"SPCS1","ENSG00000114902",NA,10540
"9789",137695,"chr11",74949261,74977156,"SPCS2","ENSG00000118363",NA,14989
"60559",62746,"chr4",176319966,176332245,"SPCS3","ENSG00000129128",NA,35263
"25803",87860,"chr6",34537802,34556329,"SPDEF","ENSG00000124664",NA,6907
"245711",23692,"chr2",28782517,28840801,"SPDYA","ENSG00000163806",NA,5756
"387778",136385,"chr11",65170233,65173374,"SPDYC","ENSG00000204710",NA,13034
"285955",93662,"chr7",43997897,44008858,"SPDYE1","ENSG00000136206",NA,8799
"441273",95940,"chr7",102551226,102563538,"SPDYE2","ENSG00000205238",NA,20510
"100310812",95943,"chr7",102650319,102662625,"SPDYE2L","ENSG00000173678","SPDYE2B",20530
"441272",95676,"chr7",100307702,100322196,"SPDYE3","ENSG00000214300",NA,20061
"388333",204553,"chr17",8747524,8758552,"SPDYE4","ENSG00000183318",NA,1749
"442590",94671,"chr7",75492320,75504316,"SPDYE5","ENSG00000170092",NA,15098
"729597",102162,"chr7",102345746,102356444,"SPDYE6","ENSG00000260097",NA,20469
"92521",198003,"chr17",20008865,20239409,"SPECC1","ENSG00000128487",NA,4001
"23384",240443,"chr22",24270817,24417739,"SPECC1L","ENSG00000100014",NA,4854
"79925",69013,"chr5",35617844,35671575,"SPEF2","ENSG00000152582",NA,7123
"10290",30918,"chr2",219434843,219493629,"SPEG","ENSG00000072195",NA,43886
"23013",1209,"chr1",15836095,15928557,"SPEN","ENSG00000065526",NA,3167
"220082",162204,"chr13",45702320,45713586,"SPERT","ENSG00000174015","CBY2",9140
"80208",181078,"chr15",44554818,44663678,"SPG11","ENSG00000104133",NA,8910
"23111",164459,"chr13",36301638,36346394,"SPG20","ENSG00000133104","SPART",7260
"51324",182142,"chr15",64963022,64989914,"SPG21","ENSG00000090487",NA,12992
"6687",190469,"chr16",89490917,89557748,"SPG7","ENSG00000197912",NA,17898
"8877",202170,"chr17",76376584,76385991,"SPHK1","ENSG00000176170",NA,15275
"56848",221373,"chr19",48619291,48630406,"SPHK2","ENSG00000063176",NA,9723
"80309",40911,"chr2",227979955,228181687,"SPHKAP","ENSG00000153820",NA,45595
"6689",221823,"chr19",50415799,50428409,"SPIB","ENSG00000269404",NA,10083
"121599",152679,"chr12",101475336,101486997,"SPIC","ENSG00000166211",NA,20295
"152185",54076,"chr3",113442718,113515156,"SPICE1","ENSG00000163611",NA,22688
"10927",116625,"chr9",88388430,88475245,"SPIN1","ENSG00000106723",NA,17677
"54466",250679,"chrX",57135650,57137397,"SPIN2A","ENSG00000147059",NA,11427
"474343",250673,"chrX",57118551,57120590,"SPIN2B","ENSG00000186787",NA,11423
"169981",250627,"chrX",56818298,56995551,"SPIN3","ENSG00000204271",NA,11363
"139886",250702,"chrX",63347228,63351332,"SPIN4","ENSG00000186767",NA,12669
"6690",78678,"chr5",147824572,147828130,"SPINK1","ENSG00000164266",NA,29564
"153218",72791,"chr5",148268180,148286254,"SPINK13","ENSG00000214510",NA,29653
"6691",64502,"chr4",56809860,56811796,"SPINK2","ENSG00000128040",NA,11361
"27290",115288,"chr9",33218365,33248552,"SPINK4","ENSG00000122711",NA,6643
"11005",72772,"chr5",148025683,148072201,"SPINK5","ENSG00000133710",NA,29605
"404203",72784,"chr5",148202794,148213952,"SPINK6","ENSG00000178172",NA,29640
"646424",51752,"chr3",48306842,48333661,"SPINK8","ENSG00000229453",NA,9661
"643394",72801,"chr5",148321203,148339722,"SPINK9","ENSG00000204909",NA,29664
"57119",235427,"chr20",45540626,45547401,"SPINLW1","ENSG00000101448","EPPIN",9108
"100526773",235423,"chr20",45534196,45547662,"SPINLW1-WFDC6","ENSG00000249139","EPPIN-WFDC6",9106
"6692",176463,"chr15",40844018,40858207,"SPINT1","ENSG00000166145",NA,8168
"10653",219994,"chr19",38244035,38287905,"SPINT2","ENSG00000167642",NA,7648
"10816",235421,"chr20",45512461,45515622,"SPINT3","ENSG00000101446",NA,9102
"391253",232211,"chr20",45722347,45725830,"SPINT4","ENSG00000149651",NA,9144
"56907",213890,"chr18",12446512,12658107,"SPIRE1","ENSG00000134278",NA,2489
"84501",190645,"chr16",89818179,89850562,"SPIRE2","ENSG00000204991",NA,17963
"6693",186991,"chr16",29662979,29665527,"SPN","ENSG00000197471",NA,5932
"83985",186922,"chr16",28974221,28979244,"SPNS1","ENSG00000169682",NA,5794
"124976",196477,"chr17",4498881,4539035,"SPNS2","ENSG00000183018",NA,899
"90853",13850,"chr1",31790422,31816022,"SPOCD1","ENSG00000134668",NA,6358
"6695",78061,"chr5",136975298,137499326,"SPOCK1","ENSG00000152377",NA,27395
"9806",130249,"chr10",72059034,72088551,"SPOCK2","ENSG00000107742",NA,14411
"50859",67325,"chr4",166733384,167234426,"SPOCK3","ENSG00000196104",NA,33346
"10418",133846,"chr11",13962723,14268133,"SPON1","ENSG00000262655",NA,2792
"10417",63219,"chr4",1166932,1172583,"SPON2","ENSG00000159674",NA,233
"8405",208063,"chr17",49598884,49678097,"SPOP","ENSG00000121067",NA,9919
"339745",27924,"chr2",138501770,138573547,"SPOPL","ENSG00000144228",NA,27700
"6696",60304,"chr4",87975667,87983426,"SPP1","ENSG00000118785",NA,17595
"84888",181395,"chr15",50702266,50765706,"SPPL2A","ENSG00000138600",NA,10140
"56928",216206,"chr19",2269525,2341172,"SPPL2B","ENSG00000005206",NA,453
"121665",160542,"chr12",120762510,120904358,"SPPL3","ENSG00000157837",NA,24152
"6697",25381,"chr2",72887382,72891753,"SPR","ENSG00000116096",NA,14577
"161742",176241,"chr15",38252836,38357249,"SPRED1","ENSG00000166068",NA,7650
"200734",34975,"chr2",65310851,65432599,"SPRED2","ENSG00000198369",NA,13062
"399473",220045,"chr19",38388421,38399587,"SPRED3","ENSG00000188766",NA,7677
"503542",132594,"chr10",133420666,133424572,"SPRN","ENSG00000203772",NA,26684
"6700",18309,"chr1",153056120,153057512,"SPRR2A","ENSG00000241794",NA,30611
"6701",18310,"chr1",153070226,153071611,"SPRR2B","ENSG00000196805",NA,30614
"6703",18305,"chr1",153039732,153041120,"SPRR2D","ENSG00000163216",NA,30607
"6704",18311,"chr1",153093135,153094526,"SPRR2E","ENSG00000203785",NA,30618
"6705",18313,"chr1",153112121,153113516,"SPRR2F","ENSG00000244094",NA,30622
"6706",18315,"chr1",153149582,153150890,"SPRR2G","ENSG00000159516",NA,30629
"6707",7193,"chr1",153001747,153003855,"SPRR3","ENSG00000163209",NA,30600
"163778",7190,"chr1",152970648,152972574,"SPRR4","ENSG00000184148",NA,30594
"10252",61348,"chr4",123396795,123401793,"SPRY1","ENSG00000164056",NA,24679
"10253",165440,"chr13",80335976,80339659,"SPRY2","ENSG00000136158",NA,16067
"10251",249015,"chrX",155612572,155738214,"SPRY3","ENSG00000168939",NA,31122
"81848",78526,"chr5",142310427,142325001,"SPRY4","ENSG00000187678",NA,28462
"84926",157432,"chr12",53064316,53079390,"SPRYD3","ENSG00000167778",NA,10612
"283377",151034,"chr12",56468578,56479708,"SPRYD4","ENSG00000176422",NA,11293
"84767",135275,"chr11",55883297,55891810,"SPRYD5","ENSG00000124900","TRIM51",11176
"57213",164973,"chr13",49912702,49936340,"SPRYD7","ENSG00000123178",NA,9982
"80176",726,"chr1",9292894,9369532,"SPSB1","ENSG00000171621",NA,1858
"84727",155134,"chr12",6870935,6873285,"SPSB2","ENSG00000111671",NA,1374
"90864",191167,"chr16",1776712,1782571,"SPSB3","ENSG00000162032",NA,355
"92369",47316,"chr3",141051347,141148611,"SPSB4","ENSG00000175093",NA,28210
"6708",19241,"chr1",158610704,158686715,"SPTA1","ENSG00000163554",NA,31722
"6709",118070,"chr9",128552558,128633662,"SPTAN1","ENSG00000197694",NA,25710
"6710",173251,"chr14",64746283,64879907,"SPTB","ENSG00000070182",NA,12949
"6711",24625,"chr2",54456327,54671446,"SPTBN1","ENSG00000115306",NA,10891
"6712",144297,"chr11",66682496,66721240,"SPTBN2","ENSG00000173898",NA,13336
"57731",220337,"chr19",40466241,40560507,"SPTBN4","ENSG00000160460",NA,8093
"51332",180806,"chr15",41848146,41894053,"SPTBN5","ENSG00000137877",NA,8369
"10558",121225,"chr9",92000087,92080076,"SPTLC1","ENSG00000090054",NA,18400
"9517",173983,"chr14",77505997,77616637,"SPTLC2","ENSG00000100596",NA,15501
"55304",230703,"chr20",13008972,13169103,"SPTLC3","ENSG00000172296",NA,2601
"171546",172306,"chr14",34432788,34462240,"SPTSSA","ENSG00000165389",NA,6886
"165679",56135,"chr3",161344798,161371517,"SPTSSB","ENSG00000196542",NA,32268
"144108",141893,"chr11",18606403,18634342,"SPTY2D1","ENSG00000179119",NA,3721
"84654",70580,"chr5",80320002,80321842,"SPZ1","ENSG00000164299",NA,16064
"6713",108539,"chr8",124998497,125022281,"SQLE","ENSG00000104549",NA,24999
"58472",177079,"chr15",45587351,45676314,"SQRDL","ENSG00000137767","SQOR",9117
"8878",74326,"chr5",179806398,179813024,"SQSTM1","ENSG00000161011",NA,35961
"10011",78336,"chr5",140537340,140551128,"SRA1","ENSG00000213523",NA,28107
"55133",34099,"chr2",45388680,45611267,"SRBD1","ENSG00000068784",NA,9077
"6714",231682,"chr20",37344685,37382787,"SRC","ENSG00000197122",NA,7468
"10847",187309,"chr16",30698209,30741409,"SRCAP","ENSG00000080603",NA,6139
"80725",206380,"chr17",38530031,38605952,"SRCIN1","ENSG00000277363",NA,7706
"136853",100845,"chr7",76389334,76393490,"SRCRB4D","ENSG00000146700","SSC4D",15277
"6715",68259,"chr5",6633290,6668849,"SRD5A1","ENSG00000145545",NA,1326
"6716",33568,"chr2",31522480,31580938,"SRD5A2","ENSG00000277893",NA,6304
"79644",59449,"chr4",55346213,55371911,"SRD5A3","ENSG00000128039",NA,11069
"6720",205028,"chr17",17810399,17813769,"SREBF1","ENSG00000072310",NA,3562
"6721",241815,"chr22",41833105,41907305,"SREBF2","ENSG00000198911",NA,8366
"140890",69860,"chr5",66139971,66162273,"SREK1","ENSG00000153914",NA,13227
"285672",75913,"chr5",64718148,64768691,"SREK1IP1","ENSG00000153006",NA,12943
"6722",82700,"chr6",43171269,43181506,"SRF","ENSG00000112658",NA,8634
"153443",71569,"chr5",121961975,122028633,"SRFBP1","ENSG00000151304",NA,24392
"57522",151440,"chr12",63843761,64147833,"SRGAP1","ENSG00000196935",NA,12768
"23380",9956,"chr1",206203346,206205829,"SRGAP2","ENSG00000266028",NA,41240
"9901",50074,"chr3",8980591,9249646,"SRGAP3","ENSG00000196220",NA,1796
"6717",101133,"chr7",88205115,88220038,"SRI","ENSG00000075142",NA,17641
"6345",191702,"chr16",4189374,4242075,"SRL","ENSG00000185739",NA,837
"6723",12615,"chr1",11054584,11055204,"SRM","ENSG00000116649",NA,2210
"6727",180626,"chr15",40035690,40039181,"SRP14","ENSG00000140319",NA,8007
"6728",71346,"chr5",112827213,112867582,"SRP19","ENSG00000153037",NA,22565
"6729",167293,"chr14",34981957,35029567,"SRP54","ENSG00000100883",NA,6996
"6730",209905,"chr17",76038775,76053648,"SRP68","ENSG00000167881",NA,15207
"6731",59521,"chr4",56467617,56502415,"SRP72","ENSG00000174780",NA,11293
"6726",10696,"chr1",225777813,225786969,"SRP9","ENSG00000143742",NA,45155
"6732",87934,"chr6",35832966,35921098,"SRPK1","ENSG00000096063",NA,7166
"6733",102341,"chr7",105110704,105117479,"SRPK2","ENSG00000135250",NA,21022
"6734",147324,"chr11",126262938,126268895,"SRPR","ENSG00000182934","SRPRA",25252
"58477",47018,"chr3",133784023,133821492,"SRPRB","ENSG00000144867",NA,26756
"8406",249804,"chrX",38149336,38220924,"SRPX","ENSG00000101955",NA,7629
"27286",247309,"chrX",100644195,100665547,"SRPX2","ENSG00000102359",NA,20128
"63826",196342,"chr17",2303383,2317900,"SRR","ENSG00000167720",NA,460
"402055",240577,"chr22",26483877,26494658,"SRRD","ENSG00000100104",NA,5296
"10250",1712,"chr1",24633066,24650032,"SRRM1","ENSG00000133226",NA,4926
"23524",185305,"chr16",2752626,2771393,"SRRM2","ENSG00000167978",NA,550
"222183",94724,"chr7",76201896,76287287,"SRRM3","ENSG00000177679",NA,15240
"84530",153595,"chr12",118981541,119163051,"SRRM4","ENSG00000139767",NA,23796
"100170229",220744,"chr19",43612088,43614498,"SRRM5","ENSG00000226763",NA,8722
"51593",95819,"chr7",100875103,100888664,"SRRT","ENSG00000087087",NA,20175
"6426",208340,"chr17",57989038,58005253,"SRSF1","ENSG00000136450",NA,11597
"10772",13368,"chr1",23964347,23980327,"SRSF10","ENSG00000188529",NA,4792
"9295",4511,"chr1",70205682,70251617,"SRSF11","ENSG00000116754",NA,14041
"135295",89582,"chr6",89095959,89118071,"SRSF12","ENSG00000154548",NA,17819
"6427",210049,"chr17",76734115,76737331,"SRSF2","ENSG00000161547",NA,15346
"6428",82406,"chr6",36594353,36599845,"SRSF3","ENSG00000112081",NA,7318
"6429",13714,"chr1",29147743,29181900,"SRSF4","ENSG00000116350",NA,5829
"6430",168691,"chr14",69726900,69772004,"SRSF5","ENSG00000100650",NA,13945
"6431",231904,"chr20",43457893,43463605,"SRSF6","ENSG00000124193",NA,8691
"6432",33793,"chr2",38743599,38751361,"SRSF7","ENSG00000115875",NA,7748
"10929",138358,"chr11",95066919,95071225,"SRSF8","ENSG00000263465",NA,19013
"8683",160497,"chr12",120461672,120469748,"SRSF9","ENSG00000111786",NA,24092
"140809",233426,"chr20",646615,653200,"SRXN1","ENSG00000271303",NA,129
"6760",214189,"chr18",26016253,26090613,"SS18","ENSG00000141380",NA,5203
"26039",233000,"chr20",62143769,62182514,"SS18L1","ENSG00000184402",NA,12428
"51188",43613,"chr3",42581840,42595114,"SS18L2","ENSG00000008324",NA,8516
"6741",28801,"chr2",169791933,169807071,"SSB","ENSG00000138385",NA,33958
"6742",97297,"chr7",141738334,141750488,"SSBP1","ENSG00000106028",NA,28347
"23635",76443,"chr5",81412804,81751097,"SSBP2","ENSG00000145687",NA,16282
"23648",15414,"chr1",54225432,54406394,"SSBP3","ENSG00000157216",NA,10845
"170463",218413,"chr19",18418864,18432214,"SSBP4","ENSG00000130511",NA,3683
"284297",222574,"chr19",55488404,55489572,"SSC5D","ENSG00000179954",NA,11097
"6744",29378,"chr2",181891730,181930738,"SSFA2","ENSG00000138434","ITPRID2",36378
"54434",159794,"chr12",108778191,108857583,"SSH1","ENSG00000084112",NA,21755
"85464",205846,"chr17",29625938,29930152,"SSH2","ENSG00000141298",NA,5925
"54961",136965,"chr11",67303478,67312605,"SSH3","ENSG00000172830",NA,13460
"8636",119037,"chr9",137188660,137190370,"SSNA1","ENSG00000176101",NA,27437
"8082",149099,"chr12",26121991,26231014,"SSPN","ENSG00000123096",NA,5224
"23145",97674,"chr7",149776042,149833829,"SSPO","ENSG00000197558","SSPOP",29955
"6745",86340,"chr6",7268306,7313207,"SSR1","ENSG00000124783",NA,1453
"6746",18905,"chr1",156009048,156020951,"SSR2","ENSG00000163479",NA,31201
"6747",55908,"chr3",156539553,156555117,"SSR3","ENSG00000114850",NA,31307
"6748",248759,"chrX",153793516,153798498,"SSR4","ENSG00000180879",NA,30758
"6749",142910,"chr11",57325986,57335851,"SSRP1","ENSG00000149136",NA,11465
"10534",136572,"chr11",65570460,65571888,"SSSCA1","ENSG00000173465","ZNRD2",13114
"6750",56988,"chr3",187668912,187670394,"SST","ENSG00000157005",NA,37533
"6751",167455,"chr14",38207904,38213067,"SSTR1","ENSG00000139874",NA,7641
"6752",201762,"chr17",73164977,73196593,"SSTR2","ENSG00000180616",NA,14632
"6753",243928,"chr22",37204237,37212477,"SSTR3","ENSG00000278195",NA,7440
"6754",230990,"chr20",23035312,23039237,"SSTR4","ENSG00000132671",NA,4607
"6755",184747,"chr16",1063867,1081454,"SSTR5","ENSG00000162009",NA,212
"29101",11989,"chr1",1541673,1574863,"SSU72","ENSG00000160075",NA,308
"6756",246032,"chrX",48255392,48267444,"SSX1","ENSG00000126752",NA,9651
"6757",250425,"chrX",52696896,52707161,"SSX2","ENSG00000241476",NA,10539
"727837",246385,"chrX",52751132,52790305,"SSX2B","ENSG00000268447",NA,10550
"117178",16227,"chr1",84643706,84690461,"SSX2IP","ENSG00000117155",NA,16928
"10214",250076,"chrX",48346427,48356703,"SSX3","ENSG00000165584",NA,9669
"6759",246038,"chrX",48383516,48393343,"SSX4","ENSG00000268009",NA,9676
"6758",250066,"chrX",48186220,48196763,"SSX5","ENSG00000165583",NA,9637
"280658",250423,"chrX",52644061,52654900,"SSX7","ENSG00000187754",NA,10528
"6767",244262,"chr22",40824535,40856639,"ST13","ENSG00000100380",NA,8164
"6768",140044,"chr11",130159782,130210362,"ST14","ENSG00000149418",NA,26031
"9705",111143,"chr8",52110838,52409756,"ST18","ENSG00000147488",NA,10422
"400410",183325,"chr15",79898840,79908036,"ST20","ENSG00000180953",NA,15979
"100528021",183319,"chr15",79845150,79923106,"ST20-MTHFS","ENSG00000259332",NA,15969
"6482",113890,"chr8",133454848,133571887,"ST3GAL1","ENSG00000008513",NA,26690
"6483",194944,"chr16",70375977,70439100,"ST3GAL2","ENSG00000157350",NA,14075
"6487",3197,"chr1",43705824,43838249,"ST3GAL3","ENSG00000126091",NA,8741
"6484",139902,"chr11",126355640,126407026,"ST3GAL4","ENSG00000110080",NA,25271
"8869",36013,"chr2",85837120,85888990,"ST3GAL5","ENSG00000115525",NA,17167
"10402",45481,"chr3",98732236,98772969,"ST3GAL6","ENSG00000064225",NA,19746
"6764",141189,"chr11",8693351,8811341,"ST5","ENSG00000166444","DENND2B",1738
"6480",49304,"chr3",186930325,187019407,"ST6GAL1","ENSG00000073849",NA,37386
"84620",36929,"chr2",106801600,106886167,"ST6GAL2","ENSG00000144057",NA,21360
"55808",210020,"chr17",76617959,76619128,"ST6GALNAC1","ENSG00000070526",NA,15323
"10610",210007,"chr17",76563710,76569671,"ST6GALNAC2","ENSG00000070731",NA,15312
"256435",4781,"chr1",76074746,76634603,"ST6GALNAC3","ENSG00000184005",NA,15214
"27090",122577,"chr9",127907886,127917041,"ST6GALNAC4","ENSG00000136840",NA,25581
"81849",4786,"chr1",76867480,76871383,"ST6GALNAC5","ENSG00000117069",NA,15373
"30815",122563,"chr9",127885321,127897408,"ST6GALNAC6","ENSG00000160408",NA,25577
"7982",96444,"chr7",116953238,117230096,"ST7","ENSG00000004866",NA,23390
"54879",17199,"chr1",112523514,112619141,"ST7L","ENSG00000007341",NA,22504
"6489",155918,"chr12",22066419,22250787,"ST8SIA1","ENSG00000111728",NA,4413
"8128",179481,"chr15",92393881,92468728,"ST8SIA2","ENSG00000140557",NA,18478
"51046",212753,"chr18",57352557,57368931,"ST8SIA3","ENSG00000177511",NA,11470
"7903",77100,"chr5",100806933,100903282,"ST8SIA4","ENSG00000113532",NA,20161
"29906",214712,"chr18",46667821,46756809,"ST8SIA5","ENSG00000101638",NA,9333
"338596",128863,"chr10",17315421,17454595,"ST8SIA6","ENSG00000148488",NA,3463
"23166",44522,"chr3",52495338,52524495,"STAB1","ENSG00000010327",NA,10499
"55576",152768,"chr12",103587273,103766719,"STAB2","ENSG00000136011",NA,20717
"6769",43185,"chr3",36380503,36546488,"STAC","ENSG00000144681",NA,7276
"342667",206472,"chr17",39210541,39225945,"STAC2","ENSG00000141750",NA,7842
"246329",158167,"chr12",57243453,57251184,"STAC3","ENSG00000185482",NA,11448
"10274",55259,"chr3",136336236,136752378,"STAG1","ENSG00000118007",NA,27267
"10735",247972,"chrX",123960212,124031048,"STAG2","ENSG00000101972",NA,24792
"10734",95654,"chr7",100177563,100214380,"STAG3","ENSG00000066923",NA,20035
"8027",124065,"chr10",17644151,17716824,"STAM","ENSG00000136738",NA,3528
"10254",38107,"chr2",152116801,152175763,"STAM2","ENSG00000115145",NA,30423
"10617",25451,"chr2",73828916,73867168,"STAMBP","ENSG00000124356",NA,14765
"57559",126306,"chr10",88879734,88975153,"STAMBPL1","ENSG00000138134",NA,17775
"26228",59647,"chr4",67558727,67607337,"STAP1","ENSG00000035720",NA,13511
"55620",223726,"chr19",4324043,4326952,"STAP2","ENSG00000178078",NA,864
"6770",110764,"chr8",38142700,38150952,"STAR","ENSG00000147465",NA,7628
"10809",144827,"chr11",72754729,72759309,"STARD10","ENSG00000214530",NA,14550
"90627",164398,"chr13",33103137,33285755,"STARD13","ENSG00000133121",NA,6620
"10948",199168,"chr17",39637090,39659553,"STARD3","ENSG00000131748",NA,7927
"83930",93486,"chr7",38178245,38230669,"STARD3NL","ENSG00000010270",NA,7635
"134429",77238,"chr5",111496033,111512535,"STARD4","ENSG00000164211",NA,22299
"80765",183370,"chr15",81309053,81324141,"STARD5","ENSG00000172345",NA,16261
"147323",214998,"chr18",54324358,54357858,"STARD6","ENSG00000174448",NA,10864
"56910",36478,"chr2",96184859,96208827,"STARD7","ENSG00000084090",NA,19236
"9754",246647,"chrX",68647666,68656551,"STARD8","ENSG00000130052",NA,13729
"57519",176792,"chr15",42575606,42720998,"STARD9","ENSG00000159433",NA,8515
"6772",39500,"chr2",190908460,191014228,"STAT1","ENSG00000115415",NA,38181
"6773",157948,"chr12",56341597,56349775,"STAT2","ENSG00000170581",NA,11268
"6774",206963,"chr17",42313324,42388442,"STAT3","ENSG00000168610",NA,8462
"6775",39542,"chr2",191029576,191150994,"STAT4","ENSG00000138378",NA,38205
"6776",199436,"chr17",42287547,42311943,"STAT5A","ENSG00000126561",NA,8457
"6777",206931,"chr17",42199176,42223807,"STAT5B","ENSG00000173757",NA,8439
"6778",158128,"chr12",57095408,57111362,"STAT6","ENSG00000166888",NA,11419
"6779",59714,"chr4",69995966,69999144,"STATH","ENSG00000126549",NA,13999
"6780",235620,"chr20",49113339,49188334,"STAU1","ENSG00000124214",NA,9822
"27067",111765,"chr8",73420369,73738327,"STAU2","ENSG00000040341",NA,14684
